LEVEL,40,22
M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,
M,R,B,N,N,B,N,R,R,B,N,B,B,B,R,N,R,B,B,R,B,B,B,B,N,B,B,B,R,B,B,B,B,B,R,N,B,D,B,M,
M,B,B,P,N,B,D,B,R,B,N,B,B,B,N,N,N,B,B,N,B,R,B,B,B,B,R,B,B,R,B,R,B,B,B,N,B,N,R,M,
M,B,B,B,B,N,B,B,R,D,B,B,R,B,B,B,B,N,B,B,B,B,B,R,B,N,N,R,B,B,B,B,B,B,B,N,B,N,N,M,
M,D,B,N,B,B,N,R,N,R,B,B,R,B,B,B,B,N,B,B,B,R,B,B,B,B,B,B,R,B,R,R,B,B,B,B,B,B,N,M,
M,R,B,N,B,B,B,N,B,B,R,B,N,N,B,B,R,B,N,N,D,B,B,B,B,B,B,B,R,B,R,R,B,B,B,B,B,B,N,M,
M,R,R,B,B,R,B,B,B,B,N,B,B,B,R,B,B,B,B,B,B,R,B,R,R,B,B,B,B,B,B,R,B,B,D,N,N,B,B,M,
M,B,B,R,B,N,N,B,B,R,B,R,R,B,B,B,N,B,B,B,B,R,B,R,R,B,B,B,B,B,B,N,B,B,R,B,N,B,R,M,
M,B,B,N,B,B,B,D,B,B,B,B,B,B,D,B,R,B,B,N,N,R,B,B,R,B,N,B,N,R,B,B,N,R,B,B,D,B,R,M,
M,R,B,R,B,B,B,B,N,B,N,N,B,B,D,B,R,B,B,N,N,R,B,B,R,B,B,D,B,N,B,B,B,N,B,B,R,B,N,M,
M,B,R,B,N,N,B,B,B,B,B,R,R,N,R,B,B,D,B,N,B,N,R,B,B,N,R,B,B,B,N,R,B,B,D,B,R,B,B,M,
M,N,B,N,N,B,B,B,B,B,B,R,R,N,R,B,B,R,B,N,B,N,N,B,B,B,N,B,B,R,B,N,N,B,B,R,B,N,N,M,
M,B,N,B,R,B,R,B,N,B,B,B,N,N,R,B,B,R,B,B,B,B,N,B,B,B,R,B,B,B,B,B,N,N,B,R,B,N,N,M,
M,B,N,B,R,B,R,B,N,B,D,B,N,B,N,R,B,B,N,R,B,B,B,B,R,B,B,R,B,R,R,B,B,B,B,N,B,B,B,M,
M,N,B,B,N,R,N,R,B,B,R,B,B,B,B,N,B,B,B,D,B,B,B,N,B,R,N,B,B,B,B,B,B,N,B,N,N,B,D,M,
M,N,B,B,B,N,N,R,B,B,N,B,D,B,B,B,N,R,B,B,R,B,R,B,B,B,R,B,N,R,B,B,B,B,B,B,N,B,B,M,
M,N,B,D,B,B,B,B,R,B,N,N,B,B,R,B,N,N,R,B,B,B,B,B,B,B,R,B,N,R,B,B,B,B,B,B,N,B,B,M,
M,B,B,R,B,B,B,B,N,B,B,B,R,B,B,B,B,B,B,R,B,R,R,B,B,B,B,B,B,N,B,B,R,B,N,B,B,B,S,M,
M,R,B,N,N,B,B,R,B,N,N,B,B,B,N,B,B,B,B,R,B,R,R,B,B,B,B,B,B,N,B,B,R,D,B,B,R,B,B,M,
M,N,B,B,B,R,B,B,B,B,B,B,R,B,R,D,B,B,B,B,B,B,R,B,B,B,N,N,B,B,N,R,B,B,D,B,N,B,B,M,
M,R,R,B,B,B,N,B,B,B,B,B,R,B,R,D,B,B,B,B,B,B,N,B,B,R,B,N,D,B,D,B,R,N,B,R,B,B,B,M,
M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,
DIAMOND,10
